id,human_readable_id,title,type,description,text_unit_ids,frequency,degree,x,y
50177f67-98c3-4e84-a4a3-b01b48011769,0,上汽通用,MANUFACTURER,上汽通用是别克品牌的制造商，涉及君威车型的质量投诉问题。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,2,0.0,0.0
7f9587b9-b926-4026-a1a8-534ca5d268da,1,别克,BRAND,别克是上汽通用汽车有限公司旗下的知名汽车品牌，涵盖多个车型，包括君威、昂科威和昂科威Plus等。该品牌近年来涉及一些质量相关问题，例如君威车型的质量投诉，以及与召回事件相关的情况。这些问题反映了别克在产品安全和质量管理方面需要进一步加强的领域，同时也体现了其在市场中的广泛覆盖和影响力。,"['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'
 '2ac8f87919b440426447f5c823b514506fdc08fd1c4f7fcd7e67f47ad228fb0ab1f65274d1d8151b243d80af21d1ef52cc1529f13cc4811b8ce9ae20bfa36858'
 'f5b3e9d71d0afc0e950649922d3336ac04a906846b2f08df5376a95581005f7a4dc162a8e0752b33cb2f1edbce8734c2b9df2359b766c73b6f4302eef724527b']",3,8,0.0,0.0
fa7cb9cb-2109-4c12-9afa-1d5eef9b44cc,2,君威,VEHICLE_MODEL,君威是别克品牌的一款车型，涉及变速箱异响的质量投诉问题。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,3,0.0,0.0
823b7dee-041d-4f23-b717-382aac17e5c9,3,变速箱,COMPONENT,变速箱是君威车型的关键部件，涉及异响问题。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,2,0.0,0.0
4ef26816-a604-4664-a5e9-92d229d9082c,4,变速器总成,COMPONENT,变速器总成是变速箱的主要组成部分，涉及异响问题。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,1,0.0,0.0
3cc1b0ea-bd2f-4321-9dba-d5f21d902680,5,变速箱异响,DEFECT,君威车型的变速箱存在异响问题，消费者在三包期内可免费更换变速箱。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,3,0.0,0.0
e7974bb3-698f-4b1f-9d2b-fb066b1f915f,6,三包期内免费更换变速箱,REPAIR_MEASURE,维修措施包括在三包期内免费更换变速箱以解决异响问题。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,2,0.0,0.0
69f31073-d672-4f6d-876a-d53d0d978c6a,7,HTTP://CLUB.AUTOHOME.COM.CN/BBS/THREAD-123456-1.HTML,WEBSITE,消费者可通过汽车之家论坛链接查看相关质量投诉详情。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,2,0.0,0.0
de8336ae-1c23-4ed6-88d6-a3bd2dec595f,8,汽车之家,WEBSITE,汽车之家是一个汽车论坛，消费者在此平台上发布了关于君威车型变速箱异响的质量投诉。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,2,0.0,0.0
1daaa419-0ded-4264-ad90-b328dfa118c5,9,汽车论坛,WEBSITE,汽车论坛是消费者讨论汽车问题的在线平台，此次投诉来源于汽车之家论坛。,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,1,0.0,0.0
db46ae12-813e-4914-aac7-5cfb9e31e85e,10,质量投诉,,,['5f3f9a8b3151090ecb319c3cd437bb77cde2d52335fab5f971073f208cd4cc0831822c5f4476b9cb9a1ab33cbc23618c9806ddd60083c4d30770ddb29f2a701f'],1,7,0.0,0.0
e2ed0e9c-6fe5-4ade-aae7-600caef53c06,11,一汽-大众汽车有限公司,MANUFACTURER,一汽-大众汽车有限公司是一家汽车制造商，主要生产大众品牌车型以及奥迪品牌的A4L和A6L车型。该公司涉及车辆召回事件，显示其在产品安全领域的相关性和责任。,"['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'
 '6cd3f80a42aadb0646807718032bbd6ecfc9cf1b81e27e400f14d0b1ab3412b5200cb5c88b35527494a03c5a79e24863fcda8e42d8100621a8d64482d28cb61c']",2,3,0.0,0.0
a74f192b-7627-48c9-aed0-c539f476acee,12,奥迪,BRAND,奥迪是A4L和A6L车型的品牌,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,3,0.0,0.0
522fecb8-fd19-4d2b-9c1b-62637ec55a23,13,A4L,VEHICLE_MODEL,A4L是奥迪品牌的一款车型，包括2021款40TFSI豪华型和2022款45TFSI quattro尊享型,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,3,0.0,0.0
4111caa3-97fc-4381-a19b-5235ae8d3946,14,A6L,VEHICLE_MODEL,A6L是奥迪品牌的一款车型，包括2021款40TFSI豪华型和2022款45TFSI quattro尊享型,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,1,0.0,0.0
7fe2ee81-db11-4df0-b2cc-4101f26409ef,15,发动机冷却系统,COMPONENT,发动机冷却系统是动力系统的一部分，可能存在水泵密封不良问题,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,3,0.0,0.0
c6c70ba0-4cc9-45fc-ab51-7a89fea974b9,16,水泵密封不良,DEFECT,水泵密封不良可能导致发动机过热，性能下降或损坏,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,4,0.0,0.0
48d90155-0e8e-45f3-9222-39fc8a35c40f,17,更换水泵总成并升级冷却系统控制软件,REPAIR_MEASURE,维修措施包括更换水泵总成并升级冷却系统控制软件,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,2,0.0,0.0
af9d71a9-8b07-47fd-8308-b6bfd446fc7d,18,质量索赔,EVALUATION_STATUS,该问题被归类为质量索赔，表明可能存在产品质量问题,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,2,0.0,0.0
00e6bce5-23b4-4186-80c9-3b9b4dd5dea5,19,2021款40TFSI豪华型,PRODUCT_MODEL,2021款40TFSI豪华型是奥迪A4L车型的具体型号,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,1,0.0,0.0
10870459-2ec3-438c-95f3-a363b079bf68,20,2022款45TFSI QUATTRO尊享型,PRODUCT_MODEL,2022款45TFSI quattro尊享型是奥迪A4L车型的具体型号,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,1,0.0,0.0
a15310e9-8f99-4a55-8bbe-1c6f44bbc0c5,21,发动机过热,DEFECT,发动机过热可能导致性能下降或损坏,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,2,0.0,0.0
bc614676-ae74-43b4-81f6-2ebda83889b0,22,A0234(G521)-发动机冷却系统改进_技术公告.PDF,NOTIFICATION_METHOD,该文件是关于发动机冷却系统改进的技术公告,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,2,0.0,0.0
75276511-877b-4a3d-832f-5e5dea50faf4,23,2022-10-05,NOTIFICATION_METHOD,该日期为技术公告的发布日期,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,1,0.0,0.0
821c43aa-fb76-49ac-ba04-248b054dfabf,24,动力系统,,,['734af468c2bd632731272aafd345f9d363bcf4838aea938f2ef779277c44722be9f6bdc5dbcde6618286d75a7b3ce5d7627f9c3d694f40e5d62bf7c2fdb4124d'],1,1,0.0,0.0
c5ec19b5-3e11-47a6-b4b0-9bc674b4e11c,25,北京嘀嘀无限科技发展有限公司,MANUFACTURER,北京嘀嘀无限科技发展有限公司是提供滴滴打车服务的企业,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,1,0.0,0.0
ab18f5fd-ecb5-440f-901a-45f7470ba163,26,滴滴打车服务,SERVICE_ISSUE,滴滴打车服务涉及消费者投诉，问题包括司机故意绕路和态度恶劣,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,3,0.0,0.0
26e5a4f6-9b31-4b77-bbf7-e9403fcb46cd,27,服务态度与收费问题,COMPLAINT,消费者投诉滴滴打车服务中司机态度恶劣和收费问题，要求退还多收费用并赔偿,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,5,0.0,0.0
6f162adb-0932-43dc-bd35-6cacd532c287,28,网约车服务,PRODUCT_CATEGORY,网约车服务属于交通运输服务的一部分，涉及消费者投诉,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,1,0.0,0.0
e9e1d8f0-c6bc-4636-b4c8-93608a0d074d,29,司机故意绕路,INCIDENT,司机故意绕路是消费者投诉滴滴打车服务的具体问题之一,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,2,0.0,0.0
9b216dba-4224-46ad-afa6-392eb9588331,30,司机态度恶劣,INCIDENT,司机态度恶劣是消费者投诉滴滴打车服务的具体问题之一,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,2,0.0,0.0
7616129d-f60b-4a61-8bbf-8298f0821838,31,退还多收费用,REPAIR_MEASURE,消费者要求退还滴滴打车服务中多收的费用作为解决措施,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,2,0.0,0.0
abee1cef-aa79-4fea-836b-9b2d360636d9,32,赔偿,REPAIR_MEASURE,消费者要求赔偿因滴滴打车服务问题造成的损失作为解决措施,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,2,0.0,0.0
ff264f0e-1f94-49d0-a12f-9f2eca18953d,33,王**,,,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8'],1,4,0.0,0.0
7ea2fc4f-3899-4bfc-85b6-1106a4616a75,34,电池故障,DEFECT,电池存在故障问题，包括电量不足、无法充电、电池鼓包和电池漏液，严重程度为高,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705'],1,3,0.0,0.0
ff26f6d4-a60e-4a40-9bd5-e05d3e7d1c79,35,电子电器,PRODUCT_CATEGORY,"""电子电器""类别涵盖了与信号弱问题相关的产品，其中包括华为Mate60手机。该类别涉及广泛的电子设备和电器产品，信号弱问题是其中一个值得关注的产品安全问题。","['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705'
 '37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'
 '648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375'
 'a79d1059cbd42a5b13b468a04b2fea7a81b4f87561c6c0cfcf94ded98e4b1167d915c02c822d9450500e95df3d4558c3f8b71b98fce96d064691d7f726303b9a']",4,5,0.0,0.0
3a95d025-1a6f-4726-83cb-03ff2964c0cf,36,消费品,PRODUCT_CATEGORY,"""消费品""是指与该问题相关的产品类别，涵盖广泛的日常使用产品。这些产品通常用于个人、家庭或社区的消费需求，涉及多个领域，如家居用品、电子设备、服装、食品等。消费品的安全性是产品安全领域的重要关注点，确保其符合相关标准和法规对于保护消费者权益至关重要。","['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705'
 'a79d1059cbd42a5b13b468a04b2fea7a81b4f87561c6c0cfcf94ded98e4b1167d915c02c822d9450500e95df3d4558c3f8b71b98fce96d064691d7f726303b9a']",2,4,0.0,0.0
e1e6557b-ef8f-4a99-a773-04003faf3c13,37,电源问题,,,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705'],1,2,0.0,0.0
8012ad42-2300-4787-b3ad-5c1f8ab3a0a9,38,漏水,DEFECT,漏水问题属于密封问题，严重程度为中，涉及消费品类别中的家用电器。,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,2,0.0,0.0
7e69cadc-c5b2-4539-97e2-993393c88399,39,密封问题,COMPONENT,密封问题是导致漏水的关键因素，可能与防水失效或密封不严有关。,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,5,0.0,0.0
f880931d-4801-4911-805e-cc9de13429b2,40,家用电器,PRODUCT_CATEGORY,"家用电器是消费品类别的一部分，可能受到漏水问题的影响。)<|COMPLETE|>(""entity""",['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,1,0.0,0.0
80f50662-8da3-4539-aaaa-83cb8ef5f52c,41,渗水,DEFECT,渗水问题属于密封问题的一部分，可能与防水失效或密封不严有关，严重程度为中。,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,1,0.0,0.0
9e734528-d0a9-4215-83fb-debf8911efba,42,进水,DEFECT,进水问题属于密封问题的一部分，可能影响家用电器的正常使用，严重程度为中。,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,1,0.0,0.0
52a3a89b-3843-4321-858d-48796120ce29,43,密封不严,DEFECT,密封不严可能导致漏水问题，属于密封问题的一部分，严重程度为中。,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,1,0.0,0.0
ebc06a32-6678-4f2f-bd49-0d0139095c5a,44,防水失效,,,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167'],1,1,0.0,0.0
c43cd24f-1c9e-4be0-a64e-99d7e88d2b4c,45,信号弱,DEFECT,信号弱属于连接问题，严重程度为低，关键词包括信号差、连接断开、网络不稳定、蓝牙连接失败和WiFi信号弱,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,6,0.0,0.0
d6497888-b991-4391-9c58-7ea232890952,46,信号差,DEFECT,信号差是连接问题的一种表现形式，可能导致网络不稳定或连接断开,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,2,0.0,0.0
02539cfd-a9b7-40ac-8895-4e4db972d193,47,连接断开,DEFECT,连接断开是连接问题的一种表现形式，可能影响设备的功能,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,2,0.0,0.0
918c9e7b-4944-455e-8656-a3f7840d7539,48,网络不稳定,DEFECT,网络不稳定是连接问题的一种表现形式，可能导致设备无法正常运行,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,2,0.0,0.0
a6a08933-6348-4bdd-ab48-6225f95fb415,49,蓝牙连接失败,DEFECT,蓝牙连接失败是连接问题的一种表现形式，可能影响设备间的通信,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,2,0.0,0.0
04c189c3-79e9-4b50-b612-e15ba845c6d8,50,WIFI信号弱,DEFECT,WiFi信号弱是连接问题的一种表现形式，可能导致网络连接质量下降,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,2,0.0,0.0
95d6d491-49ec-45a0-b8d8-7e7aca568033,51,连接问题,,,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7'],1,6,0.0,0.0
0e4a2063-fe4e-43d6-a6f9-a1a55075a32a,52,福特汽车公司,MANUFACTURER,福特汽车公司是一家全球知名的汽车制造商，正在召回部分2022-2024年款福特车型。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,8,0.0,0.0
edd324f3-44be-4d47-9254-70f98f0a6840,53,福特,BRAND,福特是福特汽车公司旗下的品牌，同时也是长安福特旗下的品牌，涉及多款车型的安全召回事件。其中包括因刹车失灵隐患而进行的安全召回。这些召回事件反映了福特在产品安全领域的关注与行动，旨在确保消费者的驾驶安全和产品质量。,"['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'
 '4b87116c3076ce3947200be42f9c74d95512b541e3d8bec6c79f28083450b1447f221d1a067a11615c51e858d5f71c73b99e6dce531553438bda3a24ed21a079']",2,2,0.0,0.0
ae1dcb20-f6f0-4f8e-b6ba-51ca4cf85846,54,长安福特,MANUFACTURER,长安福特是福特汽车公司与长安汽车共同成立的合资企业，专注于生产和销售福特品牌汽车。作为一家汽车制造商，长安福特在产品安全领域也面临挑战，其中包括涉及刹车失灵隐患的安全召回事件。这体现了其在确保车辆安全性和消费者权益方面的责任与努力，同时也反映了其在汽车制造和质量管理中的重要角色。,"['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'
 '4b87116c3076ce3947200be42f9c74d95512b541e3d8bec6c79f28083450b1447f221d1a067a11615c51e858d5f71c73b99e6dce531553438bda3a24ed21a079']",2,8,0.0,0.0
49f16f30-1bb8-4f30-ab26-92b5006d5b6b,55,F-150,VEHICLE_MODEL,F-150是福特汽车公司生产的一款皮卡车型，涉及燃油泵控制模块故障的召回事件。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
c0259ddb-b699-4652-a051-c73339dc6ed2,56,野马,VEHICLE_MODEL,野马是福特汽车公司生产的一款跑车车型，涉及燃油泵控制模块故障的召回事件。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
5a684d7a-bec2-46bb-902a-79deded8fda1,57,探险者,VEHICLE_MODEL,探险者是福特汽车公司生产的一款SUV车型，涉及燃油泵控制模块故障的召回事件。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
34d07ee1-f5bd-4289-aa50-2a215a80a7be,58,林肯领航员,VEHICLE_MODEL,林肯领航员是福特汽车公司旗下林肯品牌生产的一款豪华SUV车型，涉及燃油泵控制模块故障的召回事件。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
8cb971cc-a28c-4f51-bb5f-9afc8cc66daf,59,福克斯,VEHICLE_MODEL,福克斯是福特汽车公司生产的一款紧凑型轿车，涉及燃油泵控制模块故障的召回事件。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
ef36e03d-a8b2-403e-8e82-6a938b2561ee,60,燃油泵控制模块,COMPONENT,燃油泵控制模块是汽车燃油系统中的关键部件，可能存在故障，导致发动机熄火。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,3,0.0,0.0
467126e8-3867-4cbc-9866-5c27a8b8bbae,61,故障,DEFECT,燃油泵控制模块故障可能导致发动机在行驶过程中熄火，增加发生碰撞的风险。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,2,0.0,0.0
b1b09941-8314-4c8a-a4d2-3a8df09acffd,62,免费更新动力传动控制模块软件并更换燃油泵,REPAIR_MEASURE,经销商将免费更新动力传动控制模块软件，并在必要时更换燃油泵以解决问题。,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1'],1,3,0.0,0.0
